171, 376, 0
807, 125, 0
155, 255, 0
621, 479, 0
995, 592, 0
862, 795, 0
712, 639, 0
51, 278, 0
487, 596, 0
105, 797, 0
973, 620, 0
503, 192, 0
618, 441, 0
575, 295, 0
574, 828, 0
591, 613, 0
155, 642, 0
638, 79, 0
544, 933, 0
625, 758, 0
670, 494, 0
935, 691, 0
445, 650, 0
796, 120, 0
787, 751, 0
987, 325, 0
526, 684, 0
14, 356, 0
649, 754, 0
248, 875, 0
414, 960, 0
602, 307, 0
981, 458, 0
711, 51, 0
156, 700, 0
365, 316, 0
919, 292, 0
959, 695, 0
721, 595, 0
671, 434, 0
26, 422, 0
235, 863, 0
264, 332, 0
241, 539, 0
32, 634, 0
285, 184, 0
88, 579, 0
257, 255, 0
797, 309, 0
822, 104, 0
846, 676, 0
705, 430, 0
745, 477, 0
388, 565, 0
609, 486, 0
500, 257, 0
323, 756, 0
498, 714, 0
166, 724, 0
268, 656, 0
452, 860, 0
458, 505, 0
988, 988, 0
686, 671, 0
474, 783, 0
208, 118, 0
178, 445, 0
787, 342, 0
175, 356, 0
259, 714, 0
205, 862, 0
427, 557, 0
855, 943, 0
47, 735, 0
539, 282, 0
302, 914, 0
126, 16, 0
822, 40, 0
232, 46, 0
677, 575, 0
32, 26, 0
962, 591, 0
626, 99, 0
586, 150, 0
523, 587, 0
672, 929, 0
492, 117, 0
688, 11, 0
226, 409, 0
6, 681, 0
237, 569, 0
869, 948, 0
816, 419, 0
957, 708, 0
993, 431, 0
633, 508, 0
513, 732, 0
714, 151, 0
514, 877, 0
499, 50, 0
526, 815, 0
499, 762, 0
149, 338, 0
625, 150, 0
283, 576, 0
496, 665, 0
425, 27, 0
751, 598, 0
44, 379, 0
476, 481, 0
794, 864, 0
704, 811, 0
96, 145, 0
378, 20, 0
314, 874, 0
520, 988, 0
151, 719, 0
882, 448, 0
485, 581, 0
267, 102, 0
971, 991, 0
573, 434, 0
405, 741, 0
840, 7, 0
800, 574, 0
71, 344, 0
730, 593, 0
159, 450, 0
125, 196, 0
722, 810, 0
702, 956, 0
131, 209, 0
680, 276, 0
175, 708, 0
152, 119, 0
693, 3, 0
60, 502, 0
346, 561, 0
467, 899, 0
738, 28, 0
337, 85, 0
888, 920, 0
765, 857, 0
825, 724, 0
714, 135, 0
705, 436, 0
989, 958, 0
990, 986, 0
20, 713, 0
955, 533, 0
841, 758, 0
302, 518, 0
348, 519, 0
765, 3, 0
329, 378, 0
961, 471, 0
899, 704, 0
822, 955, 0
740, 414, 0
689, 695, 0
20, 419, 0
887, 915, 0
496, 106, 0
681, 852, 0
877, 319, 0
474, 175, 0
449, 796, 0
577, 262, 0
843, 632, 0
800, 573, 0
641, 793, 0
236, 780, 0
652, 662, 0
130, 268, 0
840, 979, 0
577, 645, 0
530, 205, 0
694, 13, 0
696, 934, 0
965, 639, 0
753, 829, 0
2, 524, 0
30, 127, 0
926, 252, 0
611, 955, 0
440, 362, 0
199, 836, 0
904, 362, 0
369, 233, 0
966, 182, 0
885, 581, 0
525, 623, 0
942, 248, 0
446, 53, 0
105, 497, 0
175, 637, 0
795, 452, 0
813, 770, 0
45, 961, 0
601, 867, 0
363, 452, 0
570, 706, 0
764, 52, 0
351, 83, 0
697, 327, 0
288, 700, 0
798, 136, 0
239, 138, 0
300, 938, 0
882, 4, 0
963, 887, 0
627, 659, 0
891, 316, 0
265, 364, 0
688, 817, 0
555, 951, 0
687, 135, 0
183, 739, 0
956, 451, 0
87, 147, 0
102, 900, 0
509, 295, 0
546, 762, 0
806, 718, 0
280, 404, 0
797, 64, 0
325, 614, 0
226, 9, 0
71, 664, 0
152, 674, 0
746, 345, 0
467, 346, 0
814, 88, 0
264, 463, 0
965, 113, 0
76, 857, 0
689, 800, 0
427, 627, 0
817, 873, 0
207, 231, 0
371, 724, 0
642, 94, 0
417, 611, 0
547, 850, 0
995, 478, 0
522, 682, 0
763, 133, 0
555, 24, 0
901, 590, 0
488, 647, 0
726, 980, 0
608, 930, 0
531, 924, 0
992, 247, 0
926, 702, 0
165, 990, 0
313, 166, 0
357, 0, 0
614, 324, 0
888, 366, 0
864, 123, 0
90, 516, 0
188, 568, 0
483, 217, 0
986, 144, 0
541, 935, 0
57, 158, 0
280, 580, 0
996, 389, 0
759, 766, 0
19, 721, 0
537, 830, 0
0, 783, 0
735, 772, 0
438, 252, 0
323, 245, 0
84, 77, 0
118, 738, 0
916, 487, 0
873, 556, 0
248, 239, 0
893, 376, 0
741, 468, 0
791, 910, 0
661, 295, 0
595, 856, 0
283, 38, 0
368, 825, 0
608, 52, 0
349, 703, 0
611, 40, 0
245, 983, 0
467, 466, 0
815, 842, 0
262, 816, 0
350, 613, 0
175, 66, 0
588, 772, 0
468, 633, 0
501, 729, 0
576, 614, 0
255, 98, 0
367, 678, 0
450, 650, 0
496, 312, 0
93, 421, 0
597, 570, 0
548, 0, 0
922, 203, 0
122, 110, 0
937, 143, 0
683, 933, 0
352, 775, 0
37, 212, 0
874, 844, 0
913, 292, 0
499, 298, 0
181, 20, 0
793, 790, 0
979, 53, 0
511, 112, 0
457, 26, 0
443, 826, 0
652, 272, 0
60, 395, 0
193, 741, 0
258, 776, 0
827, 35, 0
360, 60, 0
10, 533, 0
184, 323, 0
280, 381, 0
11, 373, 0
871, 501, 0
929, 295, 0
813, 801, 0
238, 525, 0
779, 246, 0
509, 349, 0
712, 300, 0
929, 236, 0
641, 206, 0
221, 7, 0
414, 772, 0
765, 449, 0
935, 551, 0
187, 309, 0
337, 907, 0
317, 680, 0
987, 747, 0
506, 888, 0
871, 845, 0
528, 487, 0
112, 306, 0
641, 280, 0
180, 493, 0
29, 605, 0
195, 449, 0
600, 613, 0
413, 716, 0
16, 758, 0
661, 352, 0
768, 379, 0
772, 84, 0
12, 417, 0
423, 518, 0
182, 197, 0
975, 584, 0
685, 460, 0
26, 492, 0
469, 30, 0
445, 797, 0
831, 443, 0
816, 8, 0
42, 756, 0
451, 828, 0
624, 909, 0
166, 592, 0
662, 51, 0
287, 204, 0
443, 746, 0
410, 597, 0
209, 762, 0
132, 158, 0
700, 216, 0
913, 108, 0
228, 320, 0
318, 643, 0
540, 701, 0
181, 651, 0
410, 688, 0
970, 904, 0
8, 480, 0
420, 315, 0
619, 387, 0
995, 824, 0
805, 929, 0
443, 512, 0
383, 417, 0
897, 586, 0
777, 997, 0
964, 502, 0
753, 407, 0
404, 331, 0
823, 727, 0
247, 430, 0
845, 756, 0
756, 951, 0
631, 878, 0
864, 278, 0
944, 726, 0
828, 541, 0
112, 129, 0
958, 128, 0
461, 434, 0
870, 750, 0
794, 74, 0
988, 68, 0
683, 488, 0
376, 495, 0
318, 561, 0
800, 761, 0
766, 608, 0
240, 713, 0
438, 419, 0
934, 462, 0
291, 745, 0
590, 104, 0
682, 746, 0
160, 444, 0
506, 664, 0
875, 2, 0
443, 115, 0
258, 144, 0
386, 400, 0
986, 2, 0
591, 195, 0
30, 178, 0
185, 27, 0
839, 460, 0
