0, 3, 4
1, 8, 8
2, 5, 7
3, 9, 9
4, 3, 7
5, 4, 7
6, 5, 7
7, 7, 5
8, 2, 8
9, 7, 1
10, 4, 3
11, 6, 6
12, 4, 7
13, 9, 1
14, 4, 7
15, 9, 2
16, 8, 3
17, 1, 9
18, 4, 8
19, 4, 7
20, 2, 9
21, 1, 6
22, 3, 2
23, 8, 8
24, 7, 8
25, 4, 6
26, 5, 3
27, 6, 6
28, 5, 6
29, 9, 9
30, 1, 6
31, 9, 4
32, 7, 1
33, 1, 5
34, 9, 7
35, 4, 5
36, 7, 8
37, 4, 8
38, 8, 4
39, 3, 4
40, 3, 6
41, 2, 5
42, 1, 5
43, 8, 3
44, 5, 8
45, 1, 5
46, 2, 7
47, 1, 1
48, 3, 9
49, 9, 1
50, 1, 9
51, 7, 9
52, 9, 4
53, 7, 2
54, 4, 8
55, 6, 9
56, 1, 2
57, 5, 4
58, 8, 4
59, 9, 4
60, 1, 1
61, 3, 6
62, 2, 9
63, 8, 9
64, 3, 7
65, 4, 7
66, 7, 3
67, 9, 2
68, 2, 1
69, 9, 9
70, 1, 8
71, 7, 6
72, 7, 6
73, 5, 9
74, 2, 5
75, 2, 6
76, 4, 3
77, 7, 9
78, 5, 4
79, 9, 5
80, 6, 9
81, 7, 8
82, 5, 6
83, 5, 7
84, 3, 4
85, 6, 9
86, 6, 1
87, 4, 2
88, 7, 3
89, 5, 9
90, 1, 8
91, 7, 5
92, 7, 6
93, 8, 6
94, 1, 6
95, 3, 4
96, 3, 5
97, 5, 7
98, 4, 4
99, 1, 1
100, 3, 4
101, 6, 5
102, 5, 1
103, 8, 6
104, 2, 8
105, 1, 7
106, 6, 5
107, 3, 1
108, 2, 8
109, 7, 6
110, 1, 2
111, 6, 1
112, 9, 2
113, 9, 2
114, 9, 6
115, 3, 4
116, 2, 3
117, 7, 3
118, 9, 3
119, 1, 3
120, 3, 3
121, 4, 5
122, 3, 3
123, 7, 2
124, 2, 7
125, 9, 6
126, 9, 4
127, 7, 5
128, 9, 4
129, 5, 7
130, 6, 2
131, 3, 4
132, 3, 8
133, 9, 7
134, 9, 8
135, 4, 2
136, 8, 4
137, 9, 3
138, 6, 5
